sample_name	filename	ATTRIBUTE_lcms_sampletype	lcms_batch	lcms_samplingmethod	lcms_sampletype	lcms_extractionmethod	emp500_study_id	emp500_title	emp500_principal_investigator	tier	barcode_prefix	study_sample_number	sample_name_plus_plate	metab_id_2017	sampling_materials	sampling_method	environmental_package	physical_specimen_institution	env_biome	env_feature	env_material	empo_1	empo_2	empo_3	sample_type	taxon_id	scientific_name	host_taxid	host_common_name	host_scientific_name	geo_loc_name	latitude	longitude	elevation	aliquots_remaining	pnnl_gcms_raw_dataset_name	metabo_v2_filename_2019	metabo_v2_batch	metabo_v2_position	metabo_v2_extraction_protocol	metabo_v2_sampletype	metabo_v2_sampletype_sub
1A3_1_4_mayer-34-s006-a04.mzML	1A3_1_4_mayer-34-s006-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	34	Animas watershed	Mayer	Not applicable	mayer.34.s006	6	2.Mayer34.sediment.6	P2_EMP_67	NaN	bulk	sediment	UCSD	Small river biome	tributary	stream sediment	Free-living	Non-saline	Sediment (non-saline)	sediment	556182.0	freshwater sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:San Juan County:Animas River	36.82908	-107.99786	1706	5	Not applicable	1A3_1_4_mayer-34-s006-a04.mzML	1.0	1A3	Bulk_201901_UCSD	Sample	Bulk
1C4_1_38_mayer-34-s007-a04.mzML	1C4_1_38_mayer-34-s007-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	34	Animas watershed	Mayer	Not applicable	mayer.34.s007	7	4.Mayer34.sediment.7	P4_EMP_18	NaN	bulk	sediment	UCSD	Small river biome	tributary	stream sediment	Free-living	Non-saline	Sediment (non-saline)	sediment	556182.0	freshwater sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:San Juan County:Animas River	36.72089	-108.20216	1609	5	Not applicable	1C4_1_38_mayer-34-s007-a04.mzML	1.0	1C4	Bulk_201901_UCSD	Sample	Bulk
1A10_1_12_mayer-34-s008-a04.mzML	1A10_1_12_mayer-34-s008-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	34	Animas watershed	Mayer	Not applicable	mayer.34.s008	8	1.Mayer34.sediment.8	Not applicable	NaN	bulk	sediment	UCSD	Small river biome	tributary	stream sediment	Free-living	Non-saline	Sediment (non-saline)	sediment	556182.0	freshwater sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:San Juan County:Animas River	36.8237	-107.64787	1735	6	Not applicable	1A10_1_12_mayer-34-s008-a04.mzML	1.0	1A10	Bulk_201901_UCSD	Sample	Bulk
1D10_1_62_mayer-34-s009-a04.mzML	1D10_1_62_mayer-34-s009-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	34	Animas watershed	Mayer	Not applicable	mayer.34.s009	9	3.Mayer34.sediment.9	P3_EMP_34	NaN	bulk	sediment	UCSD	Small river biome	tributary	stream sediment	Free-living	Non-saline	Sediment (non-saline)	sediment	556182.0	freshwater sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:San Juan County:Animas River	36.71096	-108.21767	1601	5	Not applicable	1D10_1_62_mayer-34-s009-a04.mzML	1.0	1D10	Bulk_201901_UCSD	Sample	Bulk
1E2_1_72_mayer-34-s010-a04.mzML	1E2_1_72_mayer-34-s010-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	34	Animas watershed	Mayer	Not applicable	mayer.34.s010	10	3.Mayer34.sediment.10	P3_EMP_76	NaN	bulk	sediment	UCSD	Small river biome	tributary	stream sediment	Free-living	Non-saline	Sediment (non-saline)	sediment	556182.0	freshwater sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:San Juan County:Animas River	36.7197	-108.22294	1598	5	Not applicable	1E2_1_72_mayer-34-s010-a04.mzML	1.0	1.00E+02	Bulk_201901_UCSD	Sample	Bulk
1C12_1_49_metcalf-40-s001-a03.mzML	1C12_1_49_metcalf-40-s001-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s001	1	5.Metcalf40.D.CTRL.soil.T0.1	P5_EMP_77	NaN	bulk	soil	UCSD	temperate desert biome	desert sand	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	7	Not applicable	1C12_1_49_metcalf-40-s001-a03.mzML	1.0	1C12	Bulk_201901_UCSD	Sample	Bulk
1B1_1_17_metcalf-40-s002-a04.mzML	1B1_1_17_metcalf-40-s002-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s002	2	3.Metcalf40.10141.D.CTRL.soil.T4.1	P3_EMP_51	NaN	bulk	soil	UCSD	temperate desert biome	desert sand	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1B1_1_17_metcalf-40-s002-a04.mzML	1.0	1B1	Bulk_201901_UCSD	Sample	Bulk
1C8_1_42_metcalf-40-s003-a04.mzML	1C8_1_42_metcalf-40-s003-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s003	3	4.Metcalf40.10141.D.soil.T4.1	P4_EMP_64	NaN	bulk	soil	UCSD	temperate desert biome	desert sand	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1C8_1_42_metcalf-40-s003-a04.mzML	1.0	1C8	Bulk_201901_UCSD	Sample	Bulk
1D4_1_54_metcalf-40-s004-a03.mzML	1D4_1_54_metcalf-40-s004-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s004	4	2.Metcalf40.D.soil.T5.1	P2_EMP_1	NaN	bulk	soil	UCSD	temperate desert biome	desert sand	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	6	Not applicable	1D4_1_54_metcalf-40-s004-a03.mzML	1.0	1D4	Bulk_201901_UCSD	Sample	Bulk
1B4_1_22_metcalf-40-s005-a03.mzML	1B4_1_22_metcalf-40-s005-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s005	5	3.Metcalf40.F.CTRL.soil.T0.1	P3_EMP_19	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	6	Not applicable	1B4_1_22_metcalf-40-s005-a03.mzML	1.0	1B4	Bulk_201901_UCSD	Sample	Bulk
1C2_1_35_metcalf-40-s006-a04.mzML	1C2_1_35_metcalf-40-s006-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s006	6	5.Metcalf40.10141.F.CTRL.soil.T4.1	P5_EMP_12	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1C2_1_35_metcalf-40-s006-a04.mzML	1.0	1C2	Bulk_201901_UCSD	Sample	Bulk
1D7_1_59_metcalf-40-s007-a04.mzML	1D7_1_59_metcalf-40-s007-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s007	7	2.Metcalf40.10141.F.soil.T4.1	P2_EMP_45	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1D7_1_59_metcalf-40-s007-a04.mzML	1.0	1D7	Bulk_201901_UCSD	Sample	Bulk
1B8_1_30_metcalf-40-s008-a03.mzML	1B8_1_30_metcalf-40-s008-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s008	8	4.Metcalf40.F.soil.T5.1	P4_EMP_25	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1B8_1_30_metcalf-40-s008-a03.mzML	1.0	1B8	Bulk_201901_UCSD	Sample	Bulk
1C1_1_34_metcalf-40-s009-a03.mzML	1C1_1_34_metcalf-40-s009-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s009	9	5.Metcalf40.G.CTRL.soil.T0.1	P5_EMP_42	NaN	bulk	soil	UCSD	temperate grassland biome	grassland soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1C1_1_34_metcalf-40-s009-a03.mzML	1.0	1C1	Bulk_201901_UCSD	Sample	Bulk
1C9_1_43_metcalf-40-s010-a04.mzML	1C9_1_43_metcalf-40-s010-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s010	10	3.Metcalf40.10141.G.CTRL.soil.T4.1	P3_EMP_78	NaN	bulk	soil	UCSD	temperate grassland biome	grassland soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1C9_1_43_metcalf-40-s010-a04.mzML	1.0	1C9	Bulk_201901_UCSD	Sample	Bulk
1A9_1_11_metcalf-40-s011-a04.mzML	1A9_1_11_metcalf-40-s011-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s011	11	4.Metcalf40.10141.G.soil.T4.1	P4_EMP_89	NaN	bulk	soil	UCSD	temperate grassland biome	grassland soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	5	Not applicable	1A9_1_11_metcalf-40-s011-a04.mzML	1.0	1A9	Bulk_201901_UCSD	Sample	Bulk
1D1_1_50_metcalf-40-s012-a03.mzML	1D1_1_50_metcalf-40-s012-a03.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	2	metcalf.40.s012	12	2.Metcalf40.G.soil.T5.5	P2_EMP_54	NaN	bulk	soil	UCSD	temperate grassland biome	grassland soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Colorado:City of Boulder	40.015	-105.27	1624.1	4	Not applicable	1D1_1_50_metcalf-40-s012-a03.mzML	1.0	1D1	Bulk_201901_UCSD	Sample	Bulk
1B12_1_33_metcalf-40-s013-a04.mzML	1B12_1_33_metcalf-40-s013-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s013	13	4.Metcalf40.Left.of.Head	P4_EMP_27	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Texas:City of Huntsville	30.71308	-95.55	113.1	2	Not applicable	1B12_1_33_metcalf-40-s013-a04.mzML	1.0	1B12	Bulk_201901_UCSD	Sample	Bulk
1A1_1_1_metcalf-40-s014-a04.mzML	1A1_1_1_metcalf-40-s014-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	40	Mouse decomposition soil	Metcalf	1	metcalf.40.s014	14	3.Metcalf40.Control.D0	P3_EMP_74	NaN	bulk	soil	UCSD	temperate coniferous forest biome	forest soil	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of Texas:City of Huntsville	30.71308	-95.55	113.1	4	Not applicable	1A1_1_1_metcalf-40-s014-a04.mzML	1.0	1A1	Bulk_201901_UCSD	Sample	Bulk
1H10_3_28_jensen-43-s003-a04.mzML	1H10_3_28_jensen-43-s003-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s003	3	2.Jensen43.BA10.216	P2_EMP_61	NaN	bulk	sediment	UCSD	marine benthic biome	marine reef	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Atlantic Ocean:Northwest Atlantic Ocean:The Bahamas	26.52667	-77.8647	0	5	Not applicable	1H10_3_28_jensen-43-s003-a04.mzML	1.0	1H10	Bulk_201901_UCSD	Sample	Bulk
1H4_3_16_jensen-43-s006-a04.mzML	1H4_3_16_jensen-43-s006-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s006	6	3.Jensen43.BZ15.16	P3_EMP_4	NaN	bulk	sediment	UCSD	marine benthic biome	lagoon	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Atlantic Ocean:Northwest Atlantic Ocean:Belize	16.79556	-88.1225	0	5	Not applicable	1H4_3_16_jensen-43-s006-a04.mzML	1.0	1H4	Bulk_201901_UCSD	Sample	Bulk
1G12_3_8_jensen-43-s012-a04.mzML	1G12_3_8_jensen-43-s012-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s012	12	5.Jensen43.MX12.189	P5_EMP_65	NaN	bulk	sediment	UCSD	marine benthic biome	marine subtidal rocky reef	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Atlantic Ocean:Northwest Atlantic Ocean:Mexican Yucatan	21.02361	-86.77158	0	5	Not applicable	1G12_3_8_jensen-43-s012-a04.mzML	1.0	1G12	Bulk_201901_UCSD	Sample	Bulk
1H5_3_6_jensen-43-s013-a04.mzML	1H5_3_6_jensen-43-s013-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s013	13	4.Jensen43.MX12.213	P4_EMP_72	NaN	bulk	sediment	UCSD	marine benthic biome	marine reef	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Atlantic Ocean:Northwest Atlantic Ocean:Mexican Yucatan	20.33194	-87.02712	0	5	Not applicable	1H5_3_6_jensen-43-s013-a04.mzML	1.0	1H5	Bulk_201901_UCSD	Sample	Bulk
1H12_3_31_jensen-43-s016-a04.mzML	1H12_3_31_jensen-43-s016-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s016	16	2.Jensen43.NM11.377	P2_EMP_85	NaN	bulk	sediment	UCSD	marine benthic biome	sediment	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Pacific Ocean:Northwest Pacific Ocean:Northern Mariana Islands	14.98897	145.6018	0	5	Not applicable	1H12_3_31_jensen-43-s016-a04.mzML	1.0	1H12	Bulk_201901_UCSD	Sample	Bulk
1H2_3_11_jensen-43-s018-a04.mzML	1H2_3_11_jensen-43-s018-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s018	18	4.Jensen43.PL04.53	P4_EMP_31	NaN	bulk	sediment	UCSD	marine benthic biome	sand	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Pacific Ocean:Northwest Pacific Ocean:Palau	7.251333	134.5015	0	7	Not applicable	1H2_3_11_jensen-43-s018-a04.mzML	1.0	1H2	Bulk_201901_UCSD	Sample	Bulk
1G9_3_2_jensen-43-s019-a04.mzML	1G9_3_2_jensen-43-s019-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	43	Ocean sediments	Jensen	1	jensen.43.s019	19	1.Jensen43.SIO.Pier.Sand	Not applicable	NaN	bulk	sediment	UCSD	marine benthic biome	sand	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	marine sediment metagenome	Not applicable	Not applicable	Not applicable	Pacific Ocean:Northeast Pacific Ocean:San Diego coastal	32.867225	-117.257596	0	7	Not applicable	1G9_3_2_jensen-43-s019-a04.mzML	1.0	1G9	Bulk_201901_UCSD	Sample	Bulk
1F1_2_32_bowen-74-s001-a04.mzML	1F1_2_32_bowen-74-s001-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s001	1	3.Bowen74.sed1	P3_EMP_82	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.722275	-70.846648	0	6	Not applicable	1F1_2_32_bowen-74-s001-a04.mzML	1.0	1F1	Bulk_201901_UCSD	Sample	Bulk
1E9_2_22_bowen-74-s002-a04.mzML	1E9_2_22_bowen-74-s002-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s002	2	5.Bowen74.sed2	P5_EMP_30	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.738479	-70.844888	0	5	Not applicable	1E9_2_22_bowen-74-s002-a04.mzML	1.0	1.00E+09	Bulk_201901_UCSD	Sample	Bulk
1F8_2_58_bowen-74-s003-a04.mzML	1F8_2_58_bowen-74-s003-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s003	3	4.Bowen74.sed3	P4_EMP_50	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.739897	-70.83609	0	5	Not applicable	1F8_2_58_bowen-74-s003-a04.mzML	1.0	1F8	Bulk_201901_UCSD	Sample	Bulk
1F3_2_34_bowen-74-s004-a04.mzML	1F3_2_34_bowen-74-s004-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s004	4	2.Bowen74.sed4	P2_EMP_38	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.742292	-70.826692	0	6	Not applicable	1F3_2_34_bowen-74-s004-a04.mzML	1.0	1F3	Bulk_201901_UCSD	Sample	Bulk
1E8_2_12_bowen-74-s005-a04.mzML	1E8_2_12_bowen-74-s005-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s005	5	3.Bowen74.sed5	P3_EMP_87	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.739897	-70.83609	0	6	Not applicable	1E8_2_12_bowen-74-s005-a04.mzML	1.0	1.00E+08	Bulk_201901_UCSD	Sample	Bulk
1F7_2_56_bowen-74-s006-a04.mzML	1F7_2_56_bowen-74-s006-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s006	6	2.Bowen74.sed6	P2_EMP_51	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.722275	-70.846648	0	6	Not applicable	1F7_2_56_bowen-74-s006-a04.mzML	1.0	1F7	Bulk_201901_UCSD	Sample	Bulk
1F10_2_61_bowen-74-s007-a04.mzML	1F10_2_61_bowen-74-s007-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s007	7	3.Bowen74.sed7	P3_EMP_63	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.742292	-70.826692	0	6	Not applicable	1F10_2_61_bowen-74-s007-a04.mzML	1.0	1F10	Bulk_201901_UCSD	Sample	Bulk
1E6_2_1_bowen-74-s008-a04.mzML	1E6_2_1_bowen-74-s008-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s008	8	4.Bowen74.sed8	P4_EMP_41	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.738479	-70.844888	0	5	Not applicable	1E6_2_1_bowen-74-s008-a04.mzML	1.0	1.00E+06	Bulk_201901_UCSD	Sample	Bulk
1E12_2_28_bowen-74-s009-a04.mzML	1E12_2_28_bowen-74-s009-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s009	9	5.Bowen74.sed9	P5_EMP_13	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.722275	-70.846648	0	6	Not applicable	1E12_2_28_bowen-74-s009-a04.mzML	1.0	1.00E+12	Bulk_201901_UCSD	Sample	Bulk
1E11_2_27_bowen-74-s010-a04.mzML	1E11_2_27_bowen-74-s010-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s010	10	4.Bowen74.sed10	P4_EMP_4	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.739897	-70.83609	0	5	Not applicable	1E11_2_27_bowen-74-s010-a04.mzML	1.0	1.00E+11	Bulk_201901_UCSD	Sample	Bulk
1E7_2_8_bowen-74-s011-a04.mzML	1E7_2_8_bowen-74-s011-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s011	11	1.Bowen74.sed11	Not applicable	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.739897	-70.83609	0	6	Not applicable	1E7_2_8_bowen-74-s011-a04.mzML	1.0	1.00E+07	Bulk_201901_UCSD	Sample	Bulk
1G3_2_73_bowen-74-s012-a04.mzML	1G3_2_73_bowen-74-s012-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s012	12	4.Bowen74.sed12	P4_EMP_85	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.722275	-70.846648	0	6	Not applicable	1G3_2_73_bowen-74-s012-a04.mzML	1.0	1G3	Bulk_201901_UCSD	Sample	Bulk
1F6_2_51_bowen-74-s013-a04.mzML	1F6_2_51_bowen-74-s013-a04.mzML	Sample	1	Bulk_201901_UCSD	Sample	SPE	74	Massachusetts salt marsh sediments	Bowen	1	bowen.74.s013	13	1.Bowen74.sed13	Not applicable	NaN	bulk	sediment	UCSD	wetland	marine benthic feature	marine sediment	Free-living	Saline	Sediment (saline)	sediment	412755.0	sediment metagenome	Not applicable	Not applicable	Not applicable	United States of America:Commonwealth of Massachusetts:Plum Island	42.742292	-70.826692	0	6	Not applicable	1F6_2_51_bowen-74-s013-a04.mzML	1.0	1F6	Bulk_201901_UCSD	Sample	Bulk
